id,name,street,city,state,accessible,unisex,directions,comment,latitude,longitude,created_at,updated_at,downvote,upvote,country,changing_table,edit_id,approved,distance,bearing
28625,Brooklyn Public Library,107 Norman Ave. ,Brooklyn,NY,True,True,"There's one single stall, non-gendered bathroom at the front of the library. There are going to be renovations, so that might change, but as of February 24th, 2017, this is the case. ",You don't have to have a library card or even be using the library. ,40.726008,-73.950694,2017-02-24 16:02:38.363000+00:00,2017-02-24 16:02:38.363000+00:00,0,0,US,False,28625,True,3.322392927714098,352.218508960719
56099,Mission Chinese Food,171 E Broadway,New York,New York,True,True,"Accesible bathroom on ground floor, smaller single/ungendered bathrooms downstsairs in the basement",Paying customers,40.713914,-73.98969559999999,2020-06-15 11:05:29.267000+00:00,2020-06-15 11:05:29.373000+00:00,0,0,US,False,56099,True,3.43322209952984,308.122964305392
34004,ABC beer company,96 Avenue C,New York ,NY,True,True,In the back past the bar,,40.723604,-73.9788423,2017-04-13 01:00:07.504000+00:00,2017-04-13 01:00:07.504000+00:00,0,1,US,False,34004,True,3.626521850427658,322.636708815628
41217,Fort Defiance,365 Van Brunt St,Brooklyn,New York,True,True,,,40.67661409999999,-74.0135442,2018-05-04 18:40:23.355000+00:00,2018-05-04 18:40:23.355000+00:00,0,1,US,False,41217,True,3.6374337478193812,268.708497122605
3029,Blackout Bar,916 Manhattan Avenue,Brooklyn,NY,True,True,,,40.730658,-73.954328,2014-02-02 20:53:25.983000+00:00,2014-02-02 20:53:25.983000+00:00,1,0,US,False,3029,True,3.664910303262133,349.032512014701
31258,Subject LES,188 Suffolk St. ,New York City ,New York ,True,True,Main Floor Bar,Owners and Management go to great lengths to make this an inclusive open space. ,40.7214945,-73.9846749,2017-02-27 07:44:41.719000+00:00,2017-02-27 07:44:41.719000+00:00,0,1,US,False,31258,True,3.6690072821912203,316.912336057371
25170,Remedy Diner,245 E Houston Street,New York City,New York,True,True,"To the right around the bar, three bathrooms at back near kitchen",For customers at the diner,40.7217011,-73.98551069999999,2016-08-30 14:58:56.877000+00:00,2016-08-30 14:58:56.877000+00:00,0,0,US,False,25170,True,3.706076522343418,316.464486650944
23741,Cake Shop,152 Ludlow Street,New York,New York,True,True,On the first floor there's a gender neutral single stall bathroom that's handicapped accessible. There are 2 other bathrooms downstairs that I didn't get a good look at but I believe are also single stall.,"They are very laid back and most of the shows there are free so I'd imagine as long as you're quick about it they wouldn't give you a hard time about using the upstairs restroom, or either of the downstairs ones as long as the doors are open. The upstairs one is just past the bar near the door to the basement.",40.72081850000001,-73.98775239999999,2016-07-01 05:05:13.627000+00:00,2016-07-01 05:05:13.627000+00:00,0,1,US,False,23741,True,3.7275378371161683,314.365905813485
22848,"Upright Citizens Brigade Theater, East Village ",153 East 3rd Street,New York City,New York,True,True,Two single-stall bathrooms in the lobby. ~Four~ single-stall bathrooms in the basement.,"Very progressive, cool comedy theater in the East Village. No judgement, guaranteed safe space",40.7235745,-73.984883,2016-06-13 15:17:14.099000+00:00,2016-06-13 15:17:14.099000+00:00,0,0,US,False,22848,True,3.793250064939751,318.104538960786
28723,Two Boots Pizza,42 Avenue A (& East Third Street),New York,NY,True,True,By the door in the back.,"You have to be a ""paying customer"" but you can either just buy a soda, or pretend you are waiting in line to buy something and ask the employees to unlock the door for you. It's right by an open door so you can slip out after without buying anything. ",40.7236548,-73.9852944,2017-02-24 18:13:12.587000+00:00,2017-02-24 18:13:12.587000+00:00,0,0,US,False,28723,True,3.80998441459145,317.868512261853
