id,name,street,city,state,accessible,unisex,directions,comment,latitude,longitude,created_at,updated_at,downvote,upvote,country,changing_table,edit_id,approved,distance,bearing
23103,Barcade,163 Newark Ave,Jersey City,NJ,True,True,"In the back, past the bar and food counter.  ",,40.7206389,-74.04517589999999,2016-06-15 05:31:27.413000+00:00,2016-06-15 05:31:27.413000+00:00,0,1,US,False,23103,True,6.05041830300933,292.798285430625
47594,O’Lunney’s Times Square Pub,W 45th St,New York City,NY,True,True,Toward the back,,40.7591619,-73.988384,2019-02-17 23:44:06.276000+00:00,2019-03-17 01:25:34.007000+00:00,0,0,US,True,47593,True,6.055789251750477,331.360495385794
49153,Bella Vitas Pizzeria,W 43rd Street,New York City,New York,True,True,"At the back of the restaurant, next to the kitchen ",,40.7585163,-73.9907568,2019-04-15 13:32:42.844000+00:00,2019-04-15 13:32:42.871000+00:00,2,0,US,False,49153,True,6.063534028350413,329.884709656834
28635,Queens Library at Richmond Hill,118-14 Hillside Ave,Richmond Hill,NY,True,True,,,40.70077819999999,-73.8316759,2017-02-24 16:18:02.412000+00:00,2017-02-24 16:18:02.412000+00:00,0,0,US,False,28635,True,6.096334891113128,78.639432612176
38306,Queens Library at Richmond Hill,11814 Hillside Ave,Richmond Hill,New York,True,True,,Go to the adult reference desk and get the key. No questions asked.,40.70077819999999,-73.8316759,2017-10-23 15:50:58.566000+00:00,2020-04-14 21:11:21.494000+00:00,0,0,US,False,38306,True,6.096334891113128,78.639432612176
33635,Broadway Dance Center,322 W 45th Street,New York,New York,True,True,"Second floor, by Studio B",,40.7594468,-73.98961179999999,2017-04-05 03:45:25.622000+00:00,2017-04-05 03:45:25.622000+00:00,0,0,US,False,33635,True,6.098786030437904,330.781455085039
29042,Broadway Dance Center,322 W 45th St,New York,NY,True,True,"Sibgle bathroom, 2nd floor by studio B","Sometimes accessible, but elevator is not reliable. ",40.7594468,-73.98961179999999,2017-02-25 00:41:53.134000+00:00,2017-02-25 00:41:53.134000+00:00,0,0,US,False,29042,True,6.098786030437904,330.781455085039
51033,The Queensboro,80-02 Northen Blvd,Queens,NY,True,True,Single bathroom on the main level is accessible and single use.,,40.755152,-73.8869912,2019-07-14 19:10:27.556000+00:00,2019-07-14 19:10:27.580000+00:00,0,1,US,False,51033,True,6.10307754904859,36.600508365422
22636,Bistro Milano,71 W 55th St,New York,New York,True,True,In the back to the left of the other bathrooms ,Restaurant- perhaps buy a water or drink and use the bathroom ,40.7629306,-73.9774851,2016-06-11 22:32:20.954000+00:00,2016-06-11 22:32:20.954000+00:00,0,0,US,False,22636,True,6.110341383128149,338.53370507632
45712,PS Kitchen,248 W 48 St,New York,New York,True,True,Back of the restaurant ,"One accessible restroom, both labeled WC. Single step down from street to restaurant.",40.76065560000001,-73.9866038,2018-11-07 22:43:28.292000+00:00,2020-04-14 21:30:53.216000+00:00,0,0,US,False,45712,True,6.116775796608939,332.767928872221
